listing_id,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,color,doors
BMW100627,M3,2015,43380.19,Manual,110552,Diesel,125,35.9,1.6,Red,3
BMW100628,X4,2023,50809.42,Automatic,16479,Diesel,125,39.7,4.4,Red,4
BMW100629,1 Series,2008,13471.13,Automatic,194665,Diesel,125,19.2,4.4,Black,4
BMW100630,3 Series,2010,11611.62,Automatic,169369,Petrol,20,42.5,2,Black,4
BMW100631,1 Series,2017,41635.57,  Manual  ,78156,Diesel,150,15,4.4,Green,4
BMW100632,3 Series,2023,43722.68,Manual,19210,Diesel,150,36.5,,,4
BMW100633,3 Series,2006,2397.96,Manual,216768,Diesel,20,45.6,1.5,Blue,4
BMW100634,X1,2018,30635.96,Automatic,71976,Petrol,30,21.5,2.5,Silver,3
BMW100635,3 Series,2019,34414.36,Semi-Auto,64722,Hybrid,205,41.2,2.5,Black,5
BMW100636,7 Series,2016,48415.9,Manual,101657,Diesel,20,38.1,2.5,,4
BMW100637,3 Series,2016,26229.79,SEMI-AUTO,92679,Diesel,145,42.7,1.5,White,3
BMW100638,X5,2006,15683.34,  Automatic  ,,Diesel,125,21,2,White,4
BMW100639,5 Series,2006,8852.78,Manual,220339,Diesel,0,57.7,2,Red,4
BMW100640,6 Series,2013,22943.63,Automatic,128467,Diesel,150,29.7,3.5,Silver,5
BMW100641,M2,2012,30303.32,Semi-Auto,149813,Diesel,145,43.8,1.5,White,5
BMW100642,X3,2007,3058.14,Automatic,195323,Petrol,20,39.1,1.5,Green,4
BMW100643,2 Series,2015,27179.44,Automatic,999999,Diesel,30,43,2,Black,3
BMW100644,Z4,2010,15687.14,Semi-Auto,175136,Diesel,0,47.4,1.5,Green,2
BMW100645,5 Series,2016,27968.55,Semi-Auto,89555,Diesel,125,47.2,2.5,Green,3
BMW100646,3 Series,2007,10206.65,Automatic,193962,Petrol,30,25.3,2.5,Grey,2
BMW100647,X1,2023,33461.65,Automatic,20436,Hybrid,145,33.7,1.6,Green,4
BMW100648,4 Series,2009,14716.16,Semi-Auto,186704,Petrol,145,33.6,4.4,Silver,4
BMW100649,5 Series,2023,40212.15,Manual,19774,Diesel,,40.4,2,Black,3
BMW100650,3 Series,2005,1500,Automatic,221938,Petrol,,42.9,1.5,Grey,4
BMW100651,Z4,2012,20684.2,Manual,132783,Hybrid,235,34.1,2.5,Green,2
BMW100652,3 Series,2017,31321.97,Automatic,99890,Diesel,205,28.7,3,Red,5
BMW100653,X3,2011,14869.35,Automatic,154473,Diesel,20,26.9,1.6,Black,3
BMW100654,7 Series,2010,28117.53,Automatic,170748,Petrol,145,,2,Green,4
BMW100655,5 Series,2012,23515.67,Semi-Auto,135120,Hybrid,145,40.4,2.5,White,4
BMW100656,X4,2005,9447.93,Automatic,226411,Petrol,145,39.7,3,White,4
BMW100657,4 Series,2007,11861.91,Automatic,204282,Diesel,30,15,4.4,Black,5
BMW100658,5 Series,2015,23540.8,Automatic,,Diesel,145,36.4,2.5,White,4
BMW100659,3 Series,2017,26854.12,Manual,66379,Petrol,125,38.4,1.6,Green,5
BMW100660,X1,2014,24137.95,Semi-Auto,114754,Petrol,125,45.4,2,Red,4
BMW100661,1 Series,2020,28733.46,Automatic,51762,Petrol,150,33.2,2,Blue,5
BMW100662,M2,2006,21334.21,Automatic,214743,Petrol,150,30.8,3,Black,4
BMW100663,3 Series,2007,10777.23,Semi-Auto,196841,Petrol,150,41.1,2,Green,5
BMW100664,3 Series,2017,21749.43,Manual,86883,Diesel,125,36,2,Grey,5
BMW100665,1 Series,2013,19199.48,Semi-Auto,132171,Petrol,205,37.6,2,Blue,3
BMW100666,X2,2022,35697.88,Automatic,24246,Diesel,235,36.1,2,Grey,4
BMW100667,X3,2019,34966.28,semi-auto,63689,Petrol,205,29.3,2.5,Green,5
BMW100668,X5,2013,42525.05,MANUAL,140790,Diesel,125,15,3.5,White,5
BMW100669,1 Series,2007,11069.21,  Manual  ,215088,Petrol,,29.8,2,Blue,3
BMW100670,3 Series,2020,36464.04,Manual,46233,Petrol,20,29.2,2,White,4
BMW100671, X1 ,2015,24764.23,Manual,105520,Diesel,150,50.6,,Grey,4
BMW100672,3 Series,2014,17152.96,Automatic,131504,Hybrid,125,43.4,1.5,Red,2
BMW100673,4 Series,2016,31259.66,Semi-Auto,99376,Petrol,150,29.4,3,Silver,5
BMW100674,X5,2023,71720.24,Automatic,4099,Diesel,150,40.5,2.5,Grey,5
BMW100675,4 Series,2009,-500,Semi-Auto,190501,Petrol,30,35.4,1.5,Black,4
BMW100676,X1,2009,13732.25,Automatic,188196,Diesel,145,15.8,3,Silver,2
BMW100677, 1 Series ,2006,1500,Manual,218551,petrol,150,44.8,2,White,4
BMW100678,3 Series,2012,14483.75,Semi-Auto,148244,Diesel,125,32.4,1.5,Red,5
BMW100679,1 Series,2016,28676.88,Automatic,99505,Diesel,205,49.4,1.6,Green,5
BMW100680,X6,2015,47465.63,Automatic,104739,Diesel,205,38.3,2.5,Silver,5
BMW100681,5 Series,2020,29990.45,Automatic,56393,Petrol,30,43.5,1.5,,4
BMW100682,7 Series,2019,60983.78,Automatic,57835,Diesel,205,20,2.5,Black,4
BMW100683,6 Series,2006,6467.81,Automatic,221794,Petrol,125,21.3,2,Grey,4
BMW100684,3 Series,2014,27017.01,Automatic,130664,Petrol,145,48.1,3,Blue,4
BMW100685,5 Series,2022,41145.41,Manual,14195,Petrol,205,43.6,3.5,White,5
BMW100686,X1,2010,13651.61,Manual,169802,Diesel,145,40.6,1.6,Red,4
BMW100687, 1 Series ,2008,7727.13,Manual,202168,Diesel,150,30.6,3,Green,4
BMW100688,2 Series,2023,44340.9,Manual,16302,Diesel,145,,2,Green,4
BMW100689,3 Series,2022,50452.86,Automatic,41857,Petrol,125,32.8,4.4,,5
BMW100690,X3,2006,3203.97,Manual,214048,Diesel,150,32.9,2.5,Black,5
BMW100691,3 Series,2011,15680.94,Semi-Auto,147721,Hybrid,30,60.9,2,Silver,5
BMW100692,M2,2021,64942.28,Automatic,26118,Diesel,125,36.2,3,Silver,4
BMW100693,5 Series,2008,3485.85,Semi-Auto,189388,Diesel,145,43.4,1.6,Grey,2
BMW100694,Z4,2017,27616.63,Manual,75113,Petrol,150,39,2,Silver,4
BMW100695,1 Series,2020,29286.23,Manual,47820,Petrol,30,34.5,2,Silver,5
BMW100696,5 Series,2020,39901.31,Automatic,40289,Diesel,150,27.1,2.5,Green,5
BMW100697,X5,2016,54952,Semi-Auto,106834,Petrol,30,25.8,3.5,,5
BMW100698,X5,2008,26815.05,Semi-Auto,202784,Diesel,145,26.3,3.5,White,3
BMW100699,X5,2009,33857.34,Manual,169227,Petrol,205,24.7,3.5,Green,4
BMW100700,5 Series,2023,40405.23,Automatic,15051,petrol,150,39.3,2,White,2
BMW100701,3 Series,2014,24395.1,Automatic,115490,Petrol,235,15,3,Black,3
BMW100702,X4,2007,6859.41,Automatic,201506,Diesel,235,46.4,2,Blue,5
BMW100703,i3,2008,10712.96,Manual,213512,Petrol,20,34.9,3,White,5
BMW100704,X6,2009,24197.09,Semi-Auto,184207,Petrol,,42.5,2,Blue,3
BMW100705,1 Series,2021,32981.16,Manual,44582,Diesel,125,54.7,2.5,Red,5
BMW100706,1 Series,2009,15775.69,Automatic,163472,Diesel,150,39.5,2,Grey,4
BMW100707,1 Series,2023,36516.34,Manual,20111,Petrol,125,30.8,2,Grey,5
BMW100708,2 Series,2006,4841.82,Automatic,210051,Petrol,150,43.8,2,Green,4
BMW100709,6 Series,2020,32087.1,Automatic,54582,Petrol,125,40.3,2,Red,5
BMW100710,2 Series,2019,38377.74,Automatic,64962,Diesel,235,40.2,2,Green,2
BMW100711,X1,2019,33034.3,Automatic,74899,Diesel,125,42.4,2,,5
BMW100712,5 Series,2018,34715.12,Automatic,82820,Diesel,145,28,1.6,Blue,4
BMW100713,1 Series,2011,15878.22,Automatic,156466,Petrol,20,44.3,2,Red,3
BMW100714,5 Series,2008,10411.79,Semi-Auto,198813,Petrol,30,27.8,2,Grey,5
BMW100715,3 Series,2012,19373.35,Automatic,146629,  Diesel  ,205,34.3,2,Green,4
BMW100716,5 Series,2021,41936.44,Automatic,42425,Diesel,20,34.8,3,White,4
BMW100717,3 Series,2023,37702.27,Manual,15108,Petrol,0,31.8,2,Green,4
BMW100718,X2,2022,42933.97,Manual,40286,Electric,150,51.5,1.5,Grey,4
BMW100719,i3,2018,28248.78,Manual,82367,Petrol,150,43.4,2,Silver,4
BMW100720,3 Series,2008,12912.04,Manual,188090,Hybrid,20,48.5,1.6,Grey,3
BMW100721,4 Series,2015,25244.91,Manual,101063,Petrol,150,35.7,2,Grey,4
BMW100722,X3,2005,14071.11,Automatic,233130,Petrol,145,15,4.4,Green,5
BMW100723,1 Series,2011,16454.58,Automatic,154864,  Petrol  ,0,33.1,2,Blue,5
BMW100724,X3,2019,36982.01,Manual,64115,Petrol,20,24.6,3.5,Green,5
BMW100725,2 Series,2011,26951.39,Manual,160734,Petrol,30,27.9,4.4,Blue,3
BMW100726,3 Series,2016,23649.32,Semi-Auto,110706,Diesel,125,33,1.5,Black,5
BMW100727,X3,2020,35503.98,Automatic,53982,Petrol,125,32.4,2.5,Blue,4
BMW100728,X2,2012,19140.85,  Semi-Auto  ,156674,Hybrid,125,30.7,,,5
BMW100729, 6 Series ,2014,23396.3,Automatic,133082,Diesel,20,22.1,3,Silver,4
BMW100730,2 Series,2018,31776.29,Automatic,80780,Diesel,150,41,2,White,5
BMW100731,1 Series,2018,28605.82,Semi-Auto,92815,Petrol,20,35.3,1.5,Blue,4
BMW100732,3 Series,2022,41778.72,Manual,10246,Petrol,205,43.3,3,Green,4
BMW100733,X1,2007,4326.59,Semi-Auto,198803,Petrol,30,45.8,1.6,Black,4
BMW100734,X6,2011,42234.04,Automatic,159609,Petrol,,44.6,3,Black,4
BMW100735,3 Series,2012,14662.69,Automatic,136050,Petrol,30,48,2,White,3
BMW100736,3 Series,2017,24120.25,Automatic,85942,Petrol,0,27.4,1.5,Silver,5
BMW100737,X3,2017,27700.91,Manual,89546,Petrol,150,45.6,2,Black,4
BMW100738,3 Series,2006,4082.49,Semi-Auto,216213,Petrol,205,35.4,2,Black,2
BMW100739,1 Series,2023,42133.62,Manual,17990,Diesel,0,26.4,3,Black,4
BMW100740,X1,2018,36435.81,Automatic,73865,Diesel,0,,3.5,Blue,5
BMW100741,X1,2007,6150.96,MANUAL,206738,Petrol,205,35.2,2,Black,4
BMW100742,5 Series,2009,15507.19,Automatic,191150,Petrol,150,31.5,2.5,Green,5
BMW100743,M3,2006,10202.38,Manual,217266,Hybrid,125,40.4,2,Black,5
BMW100744,X3,2022,39876.07,Automatic,26294,Diesel,150,34.9,3,Grey,3
BMW100745,4 Series,2005,3455.23,  Automatic  ,216361,Petrol,235,38.9,2,,4
BMW100746,1 Series,2010,11227.95,Automatic,156427,Petrol,125,30.8,1.5,Blue,4
BMW100747,i3,2019,36710.14,Manual,62369,Petrol,235,33.4,2.5,White,2
BMW100748,5 Series,2012,18653.32,Semi-Auto,152922,DIESEL,20,43.9,2,Green,4
BMW100749,3 Series,2010,29072,Automatic,169853,Diesel,20,32.4,4.4,Black,5
BMW100750,1 Series,2017,31539.69,Semi-Auto,89836,Petrol,150,43.9,2,Green,4
BMW100751,3 Series,2020,40317.72,Semi-Auto,54001,Petrol,125,26,3.5,Blue,4
BMW100752,5 Series,2012,23582.74,Manual,141034,Petrol,125,33.2,3,Red,4
BMW100753,5 Series,2015,19741.83,Automatic,116833,Petrol,150,41,2,Blue,4
BMW100754, X1 ,2010,16265.46,Semi-Auto,171741,Petrol,145,50.4,2,Silver,4
BMW100755,X2,2009,6956.12,Manual,190078,Diesel,30,40.5,1.5,Green,4
BMW100756,3 Series,2018,31110.43,Semi-Auto,74420,Hybrid,125,27.4,2,Grey,4
BMW100757,3 Series,2008,13012.49,AUTOMATIC,213987,Petrol,125,23.1,3,Black,4
BMW100758,X4,2021,39987.34,Automatic,45812,Petrol,235,30.2,2,White,4
BMW100759,X3,2008,4347.46,Manual,202647,Diesel,30,36,1.5,Grey,3
BMW100760,3 Series,2015,25125.63,Automatic,116942,Diesel,150,27.3,2.5,Blue,4
BMW100761,X1,2017,37159.91,Semi-Auto,85177,Petrol,125,29.9,3,Red,5
BMW100762,X5,2012,36656.68,Automatic,152387,Hybrid,150,27.5,3,Grey,4
BMW100763,i3,2013,31184.41,Automatic,135027,Diesel,125,28.7,4.4,,3
BMW100764,5 Series,2018,31787.94,Manual,75557,Petrol,30,31.3,2.5,White,5
BMW100765,4 Series,2019,33954.4,Automatic,68488,Petrol,145,31,3,Silver,5
BMW100766,3 Series,2005,10062.84,Automatic,226862,Hybrid,235,41.9,4.4,Silver,5
BMW100767,X5,2007,21397.34,Manual,204416,Hybrid,125,,2,Blue,4
BMW100768,Z4,2019,43709.8,Manual,64973,Petrol,145,35.4,4.4,Silver,4
BMW100769,1 Series,2006,10408.79,Automatic,221863,hybrid,150,41.7,3,Red,4
BMW100770, 1 Series ,2020,33996.55,Manual,51553,Petrol,150,28.9,2,Black,4
BMW100771,3 Series,2017,28688.66,Manual,85377,Petrol,30,39.7,1.6,Black,5
BMW100772,3 Series,2023,52827.34,Automatic,18585,Electric,20,39.5,3.5,Green,4
BMW100773,X3,2008,8957.78,Manual,180314,Petrol,125,35.3,2,Silver,4
BMW100774,1 Series,2010,16170.4,Manual,170391,Diesel,20,37.1,2,Grey,3
BMW100775,X5,2016,43573.83,Semi-Auto,96624,Petrol,20,45.9,1.6,Silver,5
BMW100776,5 Series,2015,22669.3,Manual,112826,Diesel,20,32.1,2,Silver,4
BMW100777,1 Series,2018,27839.29,Manual,85127,Petrol,150,29.2,1.5,Red,4
BMW100778,1 Series,2014,20852.47,Automatic,116365,Petrol,150,27.4,2,White,5
BMW100779,1 Series,2009,12432.52,Semi-Auto,178749,Diesel,235,36.2,1.5,Grey,5
BMW100780,5 Series,2019,35018.25,Automatic,58207,  Petrol  ,150,28.4,2,Black,4
BMW100781,X5,2011,36004.53,Automatic,151687,Diesel,0,,3,,4
BMW100782,X1,2013,20281.34,Manual,124503,Diesel,150,28,2,Black,5
BMW100783,4 Series,2010,23350.57,Semi-Auto,171648,Diesel,20,,3.5,Red,4
BMW100784,3 Series,2017,24673.98,Semi-Auto,77336,Diesel,150,35.8,2,Blue,4
BMW100785,3 Series,2005,4577.32,Manual,,Petrol,20,45.1,2,Red,4
BMW100786,1 Series,2015,22527.61,automatic,106113,Petrol,0,52.2,1.6,Blue,4
BMW100787,5 Series,2021,36522.02,Manual,25382,Petrol,125,45.2,2.5,White,2
BMW100788,X1,2015,22320.09,Manual,100539,Diesel,30,40.4,2,Red,4
BMW100789,X4,2009,13049.62,Automatic,176465,Petrol,125,,2,Silver,5
BMW100790, X2 ,2018,36142.66,Automatic,57184,Diesel,125,18.7,3,Black,4
BMW100791,X5,2011,42279.28,Manual,165079,Diesel,235,27.7,4.4,Black,4
BMW100792,5 Series,2019,34283.46,Manual,49285,Diesel,125,36.5,2.5,Red,5
BMW100793,3 Series,2023,38266.36,Manual,13414,Petrol,,21.9,2,Green,4
BMW100794,M3,2005,18173.22,Manual,225838,diesel,145,31.4,3,,4
BMW100795,i3,2005,5341.29,Manual,225585,Petrol,145,45.9,2,Grey,5
BMW100796,X1,2013,19971.46,Semi-Auto,124615,Petrol,0,22.3,3.5,Grey,3
BMW100797,X3,2020,46318.55,automatic,43038,Electric,150,46,2,Blue,4
BMW100798, X2 ,2013,20472.58,Automatic,129211,Diesel,125,,2.5,White,5
BMW100799,X3,2016,27847.88,Manual,95488,Petrol,125,27.3,2,Blue,4
BMW100800,X1,2013,25720.22,Automatic,134480,Petrol,125,32.2,3,,5
BMW100801,3 Series,2010,13597.29,manual,169415,Petrol,145,39.6,2,Black,5
BMW100802,2 Series,2018,29302.46,Automatic,62275,Petrol,125,26.5,2.5,Grey,4
BMW100803,X3,2008,5988.17,Manual,195204,Petrol,20,25,2,Grey,4
BMW100804,X5,2010,34796.99,Manual,174119,Diesel,20,40.2,3,Black,3
BMW100805,X6,2016,42897.33,Automatic,110687,Diesel,145,23.3,1.6,Grey,4
BMW100806,7 Series,2021,60883.52,Manual,26692,Petrol,125,25.8,1.5,Blue,4
BMW100807,X3,2023,38328.01,Automatic,6825,Petrol,145,,2,Blue,2
BMW100808,5 Series,2013,22895.11,Semi-Auto,129503,Petrol,150,34.6,2,White,5
BMW100809,X1,2021,31104.88,Automatic,57684,Petrol,30,30.9,1.6,,3
BMW100810,M3,2014,38342.78,Manual,128955,Diesel,20,43.3,2,Blue,3
BMW100811,Z4,2019,33626.94,Automatic,52643,Petrol,125,36.2,3,Silver,5
BMW100812,1 Series,2017,28822.23,manual,80275,Diesel,30,34.3,2.5,Grey,4
BMW100813,X1,2012,,Semi-Auto,149876,Electric,125,42.8,2,Silver,4
BMW100814,X2,2013,32179.5,Automatic,134249,Petrol,145,16.9,4.4,Red,4
BMW100815,3 Series,2010,12761.88,Automatic,166222,Petrol,125,37.5,2.5,Green,3
BMW100816,8 Series,2018,52150.85,Manual,83094,  Petrol  ,235,41.7,2,Green,3
BMW100817,X1,2022,40885.61,Automatic,17739,Diesel,125,28.7,2.5,Red,4
BMW100818,i3,2011,16183.79,Manual,139817,Diesel,125,29.1,1.6,Green,4
BMW100819,5 Series,2019,37192.58,Semi-Auto,59440,Petrol,145,39.6,3,Green,5
BMW100820,X3,2012,28980.38,Manual,143764,Diesel,125,27.2,3.5,Red,4
BMW100821,X2,2016,27612.51,Manual,106262,Hybrid,30,31.7,3,Black,5
BMW100822,3 Series,2017,33257.46,Semi-Auto,66760,Petrol,145,37.3,3.5,Blue,4
BMW100823,X3,2023,46059.48,Semi-Auto,23281,Petrol,145,24.3,,Silver,5
BMW100824,5 Series,2019,38052.25,Manual,50423,Diesel,145,42.2,2,Black,3
BMW100825,3 Series,2022,39906.9,Automatic,39115,Hybrid,125,38.4,1.6,Blue,4
BMW100826,5 Series,2013,22528.85,Automatic,124889,Diesel,205,35.4,2.5,Green,3
BMW100827,1 Series,2010,17656.11,Automatic,,Petrol,150,48.8,2,Black,4
BMW100828,6 Series,2006,8523.4,Automatic,213249,Petrol,125,37.7,2,,5
BMW100829,5 Series,2011,18425.7,Manual,151568,Diesel,150,38.9,2.5,Silver,4
BMW100830,3 Series,2012,22610.16,Semi-Auto,153277,Petrol,0,45,2,Green,5
BMW100831,4 Series,2016,24282.06,Automatic,105721,Petrol,30,31.8,2,White,4
BMW100832,4 Series,2010,18614.63,Automatic,173579,Petrol,145,26,1.6,Red,3
BMW100833,X1,2014,19429.09,Manual,126739,Diesel,30,49.6,1.5,Blue,4
BMW100834,5 Series,2011,17502.11,Semi-Auto,152643,Diesel,145,24.4,2,Silver,4
BMW100835,7 Series,2014,35355.44,  Automatic  ,116791,Diesel,150,32.7,2,Black,4
BMW100836,5 Series,2015,31890.59,Semi-Auto,103101,Hybrid,30,30.8,3.5,Grey,5
BMW100837,4 Series,2012,25887.25,Automatic,153120,Petrol,20,16,3.5,White,4
BMW100838,X5,2010,25038.66,Manual,167335,Petrol,150,34.7,2,Silver,4
BMW100839,5 Series,2009,8798.75,Automatic,179548,Diesel,20,28.1,2,Silver,4
BMW100840,X3,2012,16679.32,Manual,148611,diesel,20,39.4,2,Silver,4
BMW100841,M4,2007,18688.93,Semi-Auto,216946,Hybrid,20,42.2,2,Black,4
BMW100842,1 Series,2020,35460.43,Semi-Auto,50150,Petrol,145,44.3,2.5,Red,3
BMW100843,3 Series,2020,26980.02,Automatic,49131,Hybrid,145,54.2,,White,4
BMW100844,M3,2013,37856.31,Automatic,117983,Diesel,,28.3,2,Silver,5
BMW100845,M4,2008,27668.81,AUTOMATIC,181883,Diesel,125,36.9,2,Black,5
BMW100846,X1,2007,6791.07,Semi-Auto,202650,Petrol,145,34.9,2,Grey,5
BMW100847,X5,2016,51703.69,Automatic,110577,Diesel,125,26.1,2,Grey,4
BMW100848,5 Series,2023,46283.32,Automatic,11695,Petrol,150,41.4,2.5,Silver,3
BMW100849,4 Series,2014,22205.03,Manual,120058,Diesel,125,38.5,2,Black,3
BMW100850, i8 ,2007,18531.65,Manual,194275,Hybrid,145,30.3,2.5,Blue,5
BMW100851,6 Series,2013,22923.94,MANUAL,133104,Petrol,125,33.3,2,Green,5
BMW100852,X7,2012,33031.38,Automatic,141685,Diesel,145,44.6,2,,4
BMW100853,X1,2014,25507.53,Automatic,120436,Diesel,125,42.5,2.5,White,4
BMW100854,4 Series,2015,34369.31,Automatic,111144,  Hybrid  ,145,19.2,4.4,Black,4
BMW100855,i3,2009,14865.23,Automatic,196123,Petrol,125,33.9,2.5,White,5
BMW100856,3 Series,2010,13822.12,Automatic,175819,Diesel,150,39.4,1.5,Silver,3
BMW100857,2 Series,2020,37133.8,Manual,55942,Diesel,205,39.1,3.5,White,4
BMW100858,2 Series,2008,14175.78,Semi-Auto,208825,Petrol,235,31.9,2.5,Blue,4
BMW100859,3 Series,2008,10056.63,Automatic,175589,Diesel,125,43.4,2,Grey,4
BMW100860,X1,2018,39201.73,Semi-Auto,75832,Petrol,125,35.4,3.5,Silver,5
BMW100861,X6,2011,42181.2,Semi-Auto,150266,Electric,145,39.1,2,Blue,4
BMW100862,X3,2021,,Semi-Auto,36663,Petrol,205,39.9,4.4,Grey,4
BMW100863,X3,2015,34630.3,Automatic,106470,Electric,150,37,2,Silver,4
BMW100864,7 Series,2006,26449.62,Manual,214191,Diesel,125,31.4,4.4,White,4
BMW100865, 5 Series ,2005,5299.67,Semi-Auto,226986,Diesel,150,32.2,3.5,Silver,4
BMW100866,4 Series,2006,13694.03,MANUAL,225659,Hybrid,125,32.7,4.4,,4
BMW100867,5 Series,2021,35556.24,Semi-Auto,32674,Diesel,,,2,White,4
BMW100868,3 Series,2013,25707.01,Semi-Auto,133849,Hybrid,125,39.6,3,Green,5
BMW100869,7 Series,2015,44610.13,Semi-Auto,104589,Petrol,205,29.6,3.5,Blue,4
BMW100870,3 Series,2011,13893.43,Manual,168208,Hybrid,150,27.9,2.5,Blue,4
BMW100871,X4,2012,16319.29,Automatic,163985,Petrol,145,27.3,2,White,5
BMW100872,5 Series,2010,17536,Semi-Auto,155754,Diesel,145,38,2.5,Silver,2
BMW100873,7 Series,2006,15784.13,Manual,226873,Petrol,20,50.7,1.5,Silver,4
BMW100874, 3 Series ,2017,31413.09,Semi-Auto,85317,Petrol,125,,3,Silver,4
BMW100875,X1,2020,35124.5,Automatic,49243,Petrol,145,31.4,2,Grey,4
BMW100876, X3 ,2010,17299.7,manual,163604,Petrol,125,31.3,3.5,Blue,4
BMW100877,8 Series,2019,54100.42,Automatic,61982,Petrol,125,28.3,2,Black,5
BMW100878,X3,2014,24329.66,Automatic,121073,Petrol,30,38.6,2,White,5
BMW100879,3 Series,2016,29722.61,Automatic,98961,Petrol,,20,3.5,Red,4
BMW100880,2 Series,2013,28431.54,Manual,129993,Petrol,145,25.7,3.5,Silver,4
BMW100881,8 Series,2009,43086.37,Manual,171823,Diesel,145,40.1,4.4,Blue,3
BMW100882,1 Series,2013,16083.06,Automatic,,Petrol,150,41.8,1.6,Red,5
BMW100883,X5,2007,,Semi-Auto,207780,Diesel,125,31.6,3,Grey,4
BMW100884,3 Series,2007,8882,Automatic,211428,Hybrid,235,42.5,1.5,Green,4
BMW100885,5 Series,2013,13467.02,Manual,137151,Petrol,145,32.3,1.5,White,4
BMW100886,2 Series,2017,34929.95,Manual,94794,Diesel,205,35.8,3.5,Black,4
BMW100887,4 Series,2013,21993.54,Automatic,129424,Petrol,20,,2,Red,5
BMW100888,3 Series,2017,29017.89,Manual,92152,Petrol,125,46.7,1.5,Red,3
BMW100889,5 Series,2016,26778.29,Semi-Auto,94118,Diesel,235,34.7,2.5,Silver,5
BMW100890,4 Series,2008,12037.81,Semi-Auto,189865,Petrol,205,33.1,2.5,Silver,3
BMW100891,1 Series,2011,13146.84,Semi-Auto,153578,Diesel,0,45.8,2,Blue,5
BMW100892, 3 Series ,2023,38826.14,Automatic,2763,Hybrid,205,41.5,2,Silver,4
BMW100893,3 Series,2016,25993.61,Manual,109696,  Petrol  ,30,22.9,2.5,Blue,3
BMW100894,5 Series,2015,25808.67,Semi-Auto,106316,Hybrid,145,35.7,2,Silver,3
BMW100895,X1,2017,34245.19,Manual,65140,Diesel,145,41.6,2,Red,5
BMW100896,X2,2009,22588.03,Automatic,182790,Petrol,20,31.6,3.5,Silver,4
BMW100897,X3,2016,30256.91,Manual,90126,Petrol,125,37,4.4,White,3
BMW100898,1 Series,2016,29855.64,semi-auto,86158,Diesel,20,29.3,3.5,,4
BMW100899,6 Series,2009,15195.75,Semi-Auto,181046,Diesel,145,25.9,3,Red,4
BMW100900,4 Series,2013,24112.22,Manual,128701,petrol,150,39.2,3,,5
BMW100901,1 Series,2020,43729.37,Automatic,57890,Diesel,205,42.7,3.5,Silver,4
BMW100902,4 Series,2014,27064.69,Manual,113091,Diesel,125,45.7,3.5,Red,2
BMW100903,1 Series,2005,3983.96,Semi-Auto,229301,Diesel,145,,2,Grey,4
BMW100904,3 Series,2008,6162.65,Automatic,210645,Hybrid,125,29.4,2.5,Blue,5
BMW100905,5 Series,2006,10080.02,Automatic,221922,Petrol,125,31.4,3,Black,5
BMW100906,4 Series,2021,38538.46,AUTOMATIC,34173,DIESEL,30,35.3,1.6,Black,4
BMW100907,X3,2022,35326.14,Manual,27045,Petrol,125,42.9,1.5,Red,4
BMW100908,X5,2018,56006.94,Automatic,65597,Petrol,125,29.4,3,Grey,2
BMW100909,X5,2006,11214.64,Manual,205920,Diesel,150,49.7,1.6,Blue,4
BMW100910,X3,2021,42103.38,Automatic,14623,Diesel,235,21.2,3.5,,4
BMW100911,X3,2010,19926.95,Automatic,164175,Diesel,145,16.7,3.5,Grey,4
BMW100912,5 Series,2016,28817.69,Semi-Auto,109362,Diesel,125,41.3,1.6,Green,4
BMW100913,X3,2010,13717.94,Semi-Auto,169944,Petrol,125,25.2,2,White,3
BMW100914,1 Series,2017,29144.51,Manual,76281,Diesel,145,30.7,2.5,Black,4
BMW100915,5 Series,2015,28201.32,Manual,110580,  Petrol  ,125,34.8,3.5,Silver,4
BMW100916,5 Series,2018,32230.55,Manual,77890,Diesel,125,27.7,2,Green,2
BMW100917,5 Series,2012,16271.98,Manual,148499,Petrol,30,44,1.5,Silver,5
BMW100918,3 Series,2018,28431.17,AUTOMATIC,70147,Diesel,205,40.3,1.5,Grey,4
BMW100919,5 Series,2016,27710.45,Automatic,104016,Petrol,145,33.5,2.5,Green,5
BMW100920,X5,2006,22961.18,Semi-Auto,223906,Petrol,145,33.6,3,Blue,4
BMW100921,1 Series,2021,39192.82,Automatic,37831,Diesel,0,40.5,2.5,Green,4
BMW100922,1 Series,2014,22100.09,Semi-Auto,124349,Petrol,0,34.3,1.5,Black,5
BMW100923,X1,2013,21883.06,Semi-Auto,133538,Diesel,125,42.8,2,,5
BMW100924, 6 Series ,2017,39198.91,Automatic,89424,Petrol,150,41.9,4.4,Red,5
BMW100925,X3,2021,35406.15,Automatic,31754,Petrol,125,42.2,2,Green,4
BMW100926,3 Series,2008,13345.56,MANUAL,191738,Diesel,145,39.4,2,,4
BMW100927,X3,2015,26631.12,Semi-Auto,98812,Petrol,145,31.1,1.6,Blue,4
BMW100928,3 Series,2019,35815.85,Automatic,57353,Diesel,150,27.2,3,Green,4
BMW100929,X3,2021,34969.43,Semi-Auto,34368,Petrol,30,43.1,2,Green,5
BMW100930,3 Series,2018,33128.98,Semi-Auto,79409,Diesel,150,27.7,2.5,,2
BMW100931,X3,2019,35940.45,Manual,52922,Diesel,125,,1.6,Blue,4
